user_id,level,score,hint_count,challenges_completed,success_rate,avg_completion_time,consecutive_successes,consecutive_failures,days_since_registration,difficulty_label,sql_injection_score,xss_score,command_injection_score,authentication_score,csrf_score
synthetic_beginner_4200,3,297,18,9,0.48116061904568663,286.3085113981656,1,0,208,beginner,100,71,69,54,45
outlier_prodigy_159,18,11549,0,192,0.9381545696204195,12.646719280261259,22,0,146,expert,5071,2610,2288,3043,1732
synthetic_beginner_1269,1,426,17,5,0.3624813955880055,467.930427305393,1,2,139,beginner,150,105,80,104,86
synthetic_intermediate_2007,4,1200,8,26,0.49432104551991773,147.49667860601224,3,1,97,intermediate,370,287,280,311,178
outlier_speedster_165,13,6008,0,95,0.8242015101412441,9.783191357589768,5,1,21,advanced,1808,1093,679,920,754
synthetic_advanced_3291,7,2526,4,68,0.9516476900091604,112.48636478709912,5,1,297,advanced,459,558,392,404,443
synthetic_intermediate_4150,4,1680,2,20,0.7189271912890519,196.9930122145623,5,2,11,intermediate,487,244,270,267,282
synthetic_intermediate_2276,6,780,10,15,0.7885329526768406,161.29581344898878,3,2,233,intermediate,227,107,123,117,137
outlier_hints_170,7,4374,30,49,0.8457711657054579,238.06312290429287,4,1,195,advanced,944,655,628,465,627
synthetic_intermediate_3241,5,1154,9,15,0.5343072736338608,163.70284759444175,2,0,102,intermediate,258,212,273,251,143
synthetic_expert_2002,11,10078,2,61,0.8331054577961086,23.276150114870955,12,1,113,expert,3901,2817,1769,2252,1422
synthetic_advanced_3506,8,3301,1,69,0.7078152176325005,59.721117975320425,6,1,113,advanced,1209,1030,690,781,560
synthetic_advanced_1318,8,3732,2,58,0.7474913934708038,90.05374621428197,4,2,88,advanced,971,790,605,654,468
synthetic_beginner_2922,3,425,6,9,0.24882667067640987,226.0547098888727,1,1,115,beginner,131,94,93,59,74
synthetic_beginner_112,3,371,6,5,0.429001364102285,418.11006339323893,1,1,106,beginner,91,67,86,89,41
synthetic_intermediate_3448,5,967,4,22,0.7842637423185801,102.00831991146418,4,3,99,intermediate,308,283,220,213,112
synthetic_advanced_1816,8,4001,4,67,0.5983413208638331,82.45749009780764,9,1,38,advanced,1374,802,884,770,451
synthetic_intermediate_3351,6,1458,9,27,0.6548508410043107,223.71761774253528,2,2,184,intermediate,460,443,235,375,236
synthetic_beginner_1130,1,54,10,9,0.36393690482430513,486.2707739556694,0,3,102,beginner,13,9,13,12,9
synthetic_advanced_3152,10,4581,1,50,0.7584071025725281,67.6875277836489,4,1,99,advanced,964,885,769,974,832
synthetic_intermediate_1691,6,2141,5,14,0.38528825141357903,73.06302202798065,5,1,26,intermediate,390,310,302,410,245
outlier_struggling_249,2,15,49,97,0.16863842584474564,528.1152819175718,0,19,142,beginner,8,10,9,9,3
synthetic_advanced_4142,9,3395,2,60,0.7528506316880361,88.24021643365397,10,2,268,advanced,1495,1299,837,787,791
synthetic_expert_4180,14,6746,3,86,0.8659350091346123,39.896181373116505,12,1,56,expert,1826,1400,1117,1358,1117
synthetic_intermediate_1260,6,993,9,35,0.5745705468645342,149.478677803045,3,0,220,intermediate,237,215,266,254,179
synthetic_expert_539,14,10118,2,109,1.0,71.66832378769085,8,0,208,expert,3558,2709,1969,2511,1809
synthetic_beginner_1952,1,70,18,8,0.45408193513311473,424.0158751460395,2,5,99,beginner,19,14,13,13,9
synthetic_expert_231,19,9202,0,175,1.0,82.50031547386558,5,1,178,expert,2971,2059,1789,2195,1118
synthetic_advanced_3857,9,3813,2,48,0.9234430361446972,118.54012100889776,10,0,213,advanced,1025,1154,1002,904,487
synthetic_advanced_3391,9,3562,0,52,0.7476504032687683,169.889146487366,4,1,25,advanced,1291,968,813,745,632
synthetic_beginner_2289,2,376,11,3,0.2811037085967034,519.2674159077897,2,1,354,beginner,151,82,93,70,69
synthetic_intermediate_395,5,1893,6,34,0.7704013818376293,145.2401651808045,3,0,126,intermediate,672,339,433,419,210
synthetic_beginner_3920,1,99,7,5,0.6250876250233752,401.2489673204409,2,5,153,beginner,23,20,19,18,19
synthetic_intermediate_2281,5,1621,8,26,0.6574046969059854,275.0025710028621,3,1,50,intermediate,425,386,391,421,361
synthetic_advanced_1988,9,2362,0,41,0.7885965589122796,127.6935166772353,10,0,255,advanced,761,714,621,629,472
synthetic_intermediate_3021,4,1728,5,27,0.5160670421483456,182.13525488113788,3,3,56,intermediate,585,387,425,335,250
synthetic_intermediate_286,5,1176,4,28,0.742359834282017,206.02950454047215,6,0,98,intermediate,286,333,203,186,148
synthetic_advanced_2927,7,4902,4,60,0.7116828444608679,60.98365790318647,6,2,202,advanced,1472,1070,995,770,711
synthetic_expert_1839,11,8471,3,120,0.806083156902266,80.65589786731626,14,1,155,expert,2602,1508,1943,1640,1112
synthetic_beginner_3524,2,294,9,5,0.33754400199374357,502.0855285568989,2,3,1,beginner,98,85,73,61,50
synthetic_expert_1151,17,9125,1,186,0.9816900060266831,30.978960472491238,18,0,293,expert,1824,1332,1946,1709,1649
synthetic_intermediate_2346,6,1626,10,20,0.6988143947603455,156.71464504687424,3,2,285,intermediate,657,331,456,382,218
synthetic_expert_1152,10,6994,3,100,0.9564347241863074,45.518247649948265,6,0,36,expert,2000,1247,1301,935,1202
synthetic_beginner_2352,3,478,18,0,0.5238187792990189,248.54841826032043,1,1,80,beginner,131,68,68,75,48
synthetic_expert_837,13,4869,2,62,0.9364833287569294,61.93559001298641,13,0,260,expert,930,1172,1082,1140,903
synthetic_advanced_3465,10,3856,1,51,0.8567638199630341,118.95655209295684,3,1,78,advanced,1456,862,798,983,668
synthetic_advanced_197,9,1633,5,53,0.8879527182956524,122.27863962388234,10,0,273,advanced,506,333,354,429,387
synthetic_advanced_1342,7,3338,0,53,0.8138632208612231,60.36687446641773,8,1,229,advanced,856,666,769,553,397
synthetic_advanced_2759,8,4812,2,30,0.8276351012059864,139.55258167117086,9,2,71,advanced,1337,1011,926,832,777
synthetic_intermediate_3353,4,804,3,26,0.5123840042872438,194.05504462321832,4,0,103,intermediate,167,156,157,168,140
synthetic_advanced_1536,8,4393,2,65,0.7995515154243301,52.94425567287512,8,0,81,advanced,1074,714,833,860,816
synthetic_advanced_344,10,4678,2,45,0.8996635009991791,122.24608459838153,3,2,131,advanced,1443,1066,1101,1091,660
synthetic_advanced_2896,7,5387,5,51,0.8523232335564132,41.336251077247,4,2,6,advanced,1284,777,715,861,757
synthetic_advanced_1992,9,2692,2,64,0.8677037768044981,93.88468627287118,3,0,322,advanced,925,780,682,642,278
synthetic_beginner_933,3,213,16,8,0.227491175390293,198.3674820532698,2,0,17,beginner,77,36,46,47,34
outlier_talent_70,11,4810,1,27,0.9019162147224085,44.640741473826836,11,0,53,expert,1314,1768,1735,1575,923
synthetic_intermediate_1207,5,2024,8,28,0.7560897858336427,209.43717235315157,4,0,260,intermediate,411,472,292,273,252
outlier_struggling_397,1,4,40,95,0.1223459544411735,509.4044380399798,0,11,219,beginner,8,8,19,12,6
synthetic_expert_800,20,8784,0,123,0.9257642263678632,45.393199406972165,19,1,164,expert,1835,1166,1243,1225,1120
synthetic_intermediate_3912,4,873,7,10,0.696794827519109,138.77497662612905,4,3,160,intermediate,252,236,186,175,164
synthetic_expert_1706,15,5705,1,62,0.9347495647125372,93.83839256902024,11,1,358,expert,1102,807,1163,905,998
synthetic_intermediate_3387,5,1620,9,19,0.5070111763555746,192.48191267298844,3,2,225,intermediate,535,390,409,259,306
synthetic_beginner_4236,3,330,18,6,0.20937635825844594,289.09979090702194,0,1,353,beginner,81,65,57,55,35
synthetic_intermediate_958,5,1388,6,20,0.78973184425861,210.57494374913458,5,1,167,intermediate,340,449,240,306,236
synthetic_advanced_2308,10,2206,3,66,0.9822982399315459,67.59246316515338,10,2,161,advanced,463,326,320,402,339
synthetic_expert_3404,19,5131,1,134,1.0,23.932258305031752,14,0,110,expert,1860,1433,1276,1092,686
synthetic_expert_3094,11,8049,2,96,0.9282360018107457,20.378252276388395,6,1,179,expert,2485,2355,1871,1526,1244
synthetic_intermediate_2303,4,928,7,26,0.689470436136143,137.36857342996592,6,1,336,intermediate,324,284,188,239,152
synthetic_intermediate_648,5,1604,4,10,0.5880195790105375,112.74932115608226,3,3,255,intermediate,377,439,308,262,183
synthetic_intermediate_1955,6,924,4,24,0.6515249525960637,193.52872777698644,2,1,316,intermediate,198,231,210,213,95
synthetic_intermediate_442,4,767,6,11,0.7062785519031289,130.40493773838006,2,1,245,intermediate,289,190,151,177,86
outlier_hints_6,8,3847,28,41,1.0,177.66607809640624,6,1,209,advanced,1296,804,461,649,618
synthetic_expert_3308,19,9697,1,132,0.937995741984773,66.92929347623011,7,0,312,expert,2443,2558,1804,2034,1459
synthetic_intermediate_3866,4,1698,6,14,0.46990784391812424,105.3793317530609,4,2,348,intermediate,499,511,401,342,294
synthetic_beginner_4058,3,12,7,6,0.5863695241315868,279.7062956757594,0,3,310,beginner,2,1,2,2,1
synthetic_intermediate_2945,6,923,4,35,0.5722147233446351,164.5034481577308,3,3,47,intermediate,258,314,250,193,213
synthetic_intermediate_1766,5,1395,4,25,0.6509652702033026,141.30617274337325,5,0,254,intermediate,526,392,316,333,206
synthetic_expert_99,12,5556,1,156,0.9825237979551404,23.36214820726822,5,1,17,expert,1658,906,1083,1326,909
synthetic_intermediate_2394,6,570,3,33,0.7444025673440756,101.13883519153545,3,2,4,intermediate,126,175,121,133,75
synthetic_advanced_4249,9,4747,4,63,0.9243817264420178,75.09287284198076,4,0,337,advanced,1407,1186,918,1130,805
synthetic_expert_4236,13,6023,1,155,0.8434802613004415,75.956070991182,12,1,131,expert,1787,1494,1181,1232,631
synthetic_beginner_1493,3,182,12,10,0.2956649459080077,391.5747441235019,2,3,317,beginner,35,32,34,30,20
synthetic_expert_1016,14,11762,1,124,0.8169345357135236,98.57295483679485,20,1,18,expert,2699,2017,1586,2001,1246
synthetic_intermediate_1289,5,1632,5,12,0.6733229552559795,239.4786651040616,5,1,198,intermediate,454,346,371,362,212
synthetic_intermediate_1420,4,1011,5,11,0.5350558048731356,124.99616732725782,2,3,317,intermediate,245,230,227,214,118
synthetic_expert_3787,10,9299,3,110,0.9892855965693166,34.39471543058121,16,0,340,expert,2795,1461,1841,1970,1573
synthetic_intermediate_3209,4,698,4,19,0.7494358820597342,136.36387988009756,4,3,99,intermediate,180,194,140,181,100
synthetic_beginner_1490,1,119,16,2,0.4477872802909241,473.4139531478621,1,0,298,beginner,24,32,23,26,20
synthetic_intermediate_334,4,684,3,10,0.6933002037971148,194.27965096815254,5,1,258,intermediate,238,113,173,118,97
synthetic_intermediate_1749,5,516,2,28,0.6249181940736718,187.7619517913861,2,0,321,intermediate,163,158,91,121,57
synthetic_advanced_1293,9,3416,2,33,0.7664638912147249,73.78858208739088,3,2,353,advanced,891,794,764,633,411
synthetic_advanced_2233,9,3306,1,69,0.8808870167386786,68.2657877335951,7,2,179,advanced,850,880,585,486,396
synthetic_intermediate_1300,5,1017,3,22,0.8491948847425175,185.76603966465774,6,2,53,intermediate,291,343,179,274,123
synthetic_intermediate_2273,5,1770,10,35,0.49131873373214563,165.17011697981616,4,3,236,intermediate,476,407,376,384,203
synthetic_expert_853,19,7496,0,192,0.9000640246440427,63.74669891352963,15,0,233,expert,1964,2181,1809,1610,1394
synthetic_advanced_4127,10,3737,5,69,0.9621539104756522,97.16926469690497,9,1,114,advanced,1274,740,732,856,588
synthetic_beginner_2379,1,165,8,0,0.26888087327264554,329.0999009976344,0,0,255,beginner,54,28,27,29,20
outlier_prodigy_308,23,18434,1,118,0.9938341924145413,27.162076114273226,17,0,161,expert,4351,2365,2733,2680,1290
synthetic_intermediate_453,5,991,7,28,0.5110999069982723,187.782459049047,6,1,110,intermediate,246,171,203,223,138
synthetic_beginner_3598,3,150,19,2,0.4722757045574172,204.5104638152489,0,0,138,beginner,48,42,24,33,16
synthetic_beginner_787,2,53,8,7,0.25486369232797756,480.15986686208925,0,1,26,beginner,13,13,8,11,7
outlier_prodigy_49,23,11577,1,231,0.8557706166771208,22.605834654896185,15,0,32,expert,4705,2343,3486,3305,1191
synthetic_intermediate_894,6,1379,3,19,0.7286825053592587,112.684128433837,4,2,295,intermediate,307,289,244,215,133
synthetic_expert_63,14,6354,3,174,0.86213061158685,22.376115478334924,10,0,338,expert,1327,1211,1032,977,875
synthetic_beginner_1697,1,82,13,4,0.5737702938706277,212.46210862021766,1,1,218,beginner,26,20,20,15,16
synthetic_advanced_679,8,2350,2,60,0.893766906118349,56.54712228804612,8,0,34,advanced,843,592,401,428,346
synthetic_beginner_3732,1,168,10,3,0.3240013903708319,296.9671037313867,2,5,298,beginner,34,29,25,35,18
synthetic_advanced_910,7,3151,5,33,0.837855051815598,98.62578385567393,10,1,23,advanced,1044,505,763,526,376
synthetic_beginner_4103,3,295,13,3,0.4649078784498536,450.08394792530606,2,1,41,beginner,78,53,43,60,30
synthetic_intermediate_3670,5,2615,4,19,0.6661608146409776,227.55079385370797,3,3,24,intermediate,418,324,406,310,298
synthetic_beginner_998,2,337,20,1,0.2785250843772756,441.5914010417131,2,5,34,beginner,110,78,65,70,45
synthetic_intermediate_1496,5,1695,6,20,0.7860562419507213,175.46393405043767,5,2,309,intermediate,339,488,387,282,272
synthetic_advanced_612,9,1785,4,64,0.7676896653469639,77.05023972268124,6,2,194,advanced,747,557,376,391,410
synthetic_advanced_413,9,4900,2,52,0.9697145958603018,102.92825301113167,4,2,291,advanced,941,1091,951,904,516
outlier_hints_211,8,2706,29,68,0.8869871546789163,222.85136809697715,5,0,184,advanced,903,503,700,697,597
synthetic_advanced_603,9,2558,3,47,0.9125488396743996,107.98677766901284,4,1,182,advanced,987,514,606,590,372
outlier_slow_247,7,1437,15,26,0.8341830258181022,420.20819404885003,3,1,328,intermediate,804,575,515,422,461
synthetic_advanced_3422,8,3250,0,42,0.7037972825478367,95.1272450144305,8,2,16,advanced,1068,594,650,534,606
synthetic_beginner_925,2,44,20,6,0.42201184960577476,343.8073084226433,2,0,101,beginner,13,12,8,7,8
outlier_speedster_389,10,4021,2,43,0.9350987741976365,14.21174768448914,7,1,129,advanced,1129,931,1402,805,702
synthetic_advanced_450,9,2930,2,33,0.6189833218488323,77.95740426527948,5,1,115,advanced,1132,512,573,507,577
synthetic_advanced_2815,9,3383,5,69,0.8553341696545937,62.630536362321145,8,2,123,advanced,947,550,682,599,475
synthetic_expert_408,17,6441,3,176,0.7033728600135776,75.6467890099878,13,1,164,expert,1390,1512,1307,1200,952
synthetic_beginner_919,1,169,8,8,0.5948894249597234,287.7836981936889,2,4,23,beginner,55,36,38,41,29
synthetic_beginner_3702,3,74,16,9,0.4694910094888742,403.0686992808572,2,3,144,beginner,25,20,18,20,10
outlier_hints_21,9,4441,36,38,0.8112885296587233,250.78119787532876,4,1,187,advanced,996,917,781,719,522
synthetic_intermediate_1433,6,1709,4,24,0.8145564337574649,255.1625168211961,6,0,56,intermediate,613,378,418,321,214
synthetic_expert_2382,17,8620,2,93,1.0,40.20912541642361,19,1,273,expert,3224,1559,1702,2266,1888
synthetic_intermediate_1056,4,846,6,19,0.6875740990405727,150.10223873978862,5,0,108,intermediate,251,159,132,175,143
synthetic_intermediate_2817,4,1481,2,26,0.5336127003838946,104.9579184952211,6,3,138,intermediate,392,279,259,201,129
synthetic_intermediate_2556,5,1163,6,33,0.5877231017646833,223.0565654677366,2,1,42,intermediate,317,244,163,215,150
synthetic_advanced_6,10,4135,5,67,0.9608792614930262,79.74327201713818,6,2,6,advanced,978,1066,639,598,415
synthetic_expert_3443,19,5515,0,87,0.8552456868965754,78.40073770424031,17,1,139,expert,1034,789,1159,946,898
synthetic_intermediate_1326,4,1395,4,32,0.5371889666396176,182.1278891861872,4,1,348,intermediate,364,206,333,311,194
outlier_talent_33,12,5010,1,24,0.7475893311462317,48.25683402296169,8,0,15,expert,1959,1380,1538,1438,909
synthetic_expert_2437,10,8904,3,139,1.0,72.25430877710653,17,1,115,expert,2127,1856,2129,2017,979
synthetic_intermediate_3944,5,865,8,20,0.6573629061734798,195.79557929722097,2,1,36,intermediate,214,175,197,152,102
synthetic_intermediate_2974,6,1363,3,26,0.6265506911708273,208.4094296028114,6,3,334,intermediate,377,420,390,308,322
synthetic_intermediate_3924,6,1107,2,16,0.8498171763786708,232.60298352306398,2,3,205,intermediate,266,228,258,290,181
outlier_hints_108,9,3930,37,44,0.7964142364082941,166.77505891965887,5,1,133,advanced,945,464,425,548,399
outlier_speedster_319,8,3843,0,77,0.9776303275955398,15.828211546137481,7,1,71,advanced,1745,1138,559,683,799
synthetic_expert_1581,14,6195,2,83,0.8074820431376405,23.529558883578794,14,1,289,expert,1987,1917,1363,1179,852
synthetic_expert_3802,19,4278,3,82,0.8925997545542651,64.98765883782731,8,1,8,expert,1352,1025,1080,920,814
synthetic_intermediate_543,6,807,7,19,0.7725038685894686,91.56911259806535,5,2,289,intermediate,279,204,153,175,122
synthetic_advanced_302,9,4230,1,53,0.8376710748993896,103.2478911523824,4,2,154,advanced,694,779,788,605,639
synthetic_expert_3149,14,7631,0,184,0.9604083061650467,40.041877866331824,20,1,159,expert,1877,1986,1374,1605,1647
synthetic_beginner_544,3,202,16,9,0.5463310320376334,269.60195716331725,2,2,263,beginner,58,35,33,43,29
synthetic_intermediate_3833,5,1408,7,11,0.48531118514197047,106.77670385806387,5,2,68,intermediate,366,283,347,247,296
outlier_talent_80,9,5813,2,34,0.9750228780219101,88.30272019401635,14,0,13,expert,1597,1932,1469,1689,932
outlier_prodigy_164,17,17278,0,177,0.9060688498505411,19.6270086296298,19,0,133,expert,5845,2205,3857,3761,1085
synthetic_expert_1050,14,9756,0,140,1.0,24.74619642252198,19,0,310,expert,2189,2424,1305,1452,952
synthetic_expert_3871,20,11862,3,115,0.8702686522166159,48.95187597355515,16,0,148,expert,3382,1801,2335,2464,1352
synthetic_intermediate_2049,5,1783,7,17,0.5358026077581748,124.98075269878566,2,1,81,intermediate,355,435,259,242,259
synthetic_expert_1743,14,13134,0,101,0.8780480937109688,64.73741107485684,16,0,335,expert,2911,2634,1828,2675,1821
synthetic_intermediate_2483,6,444,10,34,0.7216725124360547,96.45373752049564,3,1,233,intermediate,148,95,116,121,84
synthetic_expert_1357,13,10069,3,118,0.9538685804961843,74.19679744422076,13,0,154,expert,3507,2484,1983,2198,1444
synthetic_beginner_3923,2,233,9,7,0.240761865906507,447.44607958958466,1,3,278,beginner,62,63,46,44,33
synthetic_beginner_2449,3,369,20,4,0.34207017572845066,501.4787534362688,0,3,205,beginner,128,87,67,67,51
synthetic_beginner_2914,2,281,12,10,0.2567899640769988,189.38245728583507,2,2,216,beginner,71,58,67,60,29
outlier_inconsistent_309,7,2518,18,47,0.7925477385308608,247.57178199043776,1,7,54,advanced,471,107,509,144,103
synthetic_beginner_382,2,427,12,0,0.4870368471019905,185.7899500974337,2,5,200,beginner,103,68,70,68,47
synthetic_expert_1644,11,9223,2,65,0.8375212294652499,65.26641133430122,14,1,133,expert,2487,1499,1860,1413,1465
synthetic_expert_3241,17,4347,1,99,0.9488690690648715,45.1939782848716,20,1,16,expert,1248,930,1195,1170,842
synthetic_intermediate_1867,4,1175,9,19,0.7952453141441129,113.399377568283,2,0,266,intermediate,299,222,208,249,187
synthetic_expert_3287,17,10606,0,136,0.8414251811348349,55.562326641468474,7,0,209,expert,2419,2522,2266,2405,1882
synthetic_intermediate_1444,4,961,4,17,0.6076152165527131,98.94816184029234,4,3,243,intermediate,389,221,215,263,230
synthetic_beginner_728,1,103,15,6,0.19828686212650148,417.32677093087415,2,5,108,beginner,35,17,20,26,19
synthetic_advanced_4046,9,1879,2,34,0.7050514222738024,46.25539679118993,10,1,50,advanced,575,571,364,570,324
synthetic_expert_3059,16,6517,1,128,0.917304590472386,72.51596511695703,13,0,313,expert,1559,1315,1083,854,622
synthetic_beginner_3099,3,187,14,9,0.35779990936368444,225.7903775509693,2,2,230,beginner,62,43,47,43,41
synthetic_intermediate_2288,6,998,2,20,0.8272609107034404,174.57460503764653,4,3,155,intermediate,252,226,237,200,144
synthetic_intermediate_3951,6,1748,4,15,0.8111753620697252,210.5968706703159,6,2,59,intermediate,535,328,281,289,296
synthetic_beginner_3911,2,106,16,5,0.5680845283266774,334.9163151808166,2,3,203,beginner,34,22,16,21,16
synthetic_intermediate_2508,4,717,7,20,0.7286724625879466,212.9332029686005,3,1,69,intermediate,273,211,146,145,115
synthetic_expert_4191,11,4995,0,151,0.8649573156556584,90.83756400607598,15,0,21,expert,1691,1490,928,1028,1088
synthetic_advanced_1138,7,2488,4,45,0.7958880155327323,65.07446182665466,7,1,148,advanced,607,627,380,570,430
synthetic_expert_1955,20,8442,1,127,0.8531538840671563,65.40272125409317,15,0,166,expert,2562,1372,1709,1714,1339
synthetic_beginner_777,2,413,10,9,0.22621231303279676,384.715142946754,0,0,61,beginner,142,95,90,88,45
synthetic_advanced_1481,9,4833,5,51,0.8842193887531898,62.20693568948693,5,2,216,advanced,1206,889,696,755,834
outlier_speedster_282,13,2818,1,40,0.7729001380383116,17.08393829441671,9,1,148,advanced,884,781,602,853,835
synthetic_intermediate_2938,5,1568,10,18,0.6975461541737193,222.65628368111138,6,0,177,intermediate,313,258,256,233,219
synthetic_beginner_690,1,510,7,2,0.29943007914792397,335.9437828063239,0,2,349,beginner,107,131,92,97,91
synthetic_intermediate_1649,6,1216,2,25,0.6100781310231209,120.74819762312184,4,3,19,intermediate,338,354,297,309,238
synthetic_advanced_1823,10,4805,2,57,0.8362923486274715,133.54974976771737,7,2,22,advanced,944,1069,751,1086,783
synthetic_beginner_1480,3,27,19,6,0.37683291147629905,237.62205617691058,1,3,60,beginner,8,5,6,5,3
synthetic_advanced_1470,8,3737,5,44,0.7659029124352039,111.84503473032056,10,0,57,advanced,719,676,552,728,652
synthetic_expert_3140,20,11641,0,109,0.7877745792893696,81.62698645230736,15,0,325,expert,3931,2888,1994,2579,1433
synthetic_advanced_1941,9,4138,5,46,0.7385509821024971,92.500149605587,5,2,282,advanced,1067,938,1063,1093,457
synthetic_intermediate_253,4,1276,3,34,0.6031726225055576,233.5111774743147,4,1,188,intermediate,372,203,246,193,179
synthetic_advanced_2408,9,3323,4,54,0.7143461421655017,160.20235403077845,9,0,330,advanced,729,687,722,474,475
synthetic_intermediate_1463,5,1838,3,28,0.6323632767453721,115.06100883860464,4,2,222,intermediate,456,566,430,344,222
synthetic_beginner_4062,3,335,13,5,0.23861925702306278,262.11188925340605,2,3,30,beginner,88,68,60,49,38
synthetic_intermediate_1594,6,2123,6,11,0.7888468828123267,161.48917762310313,6,0,46,intermediate,405,441,354,404,285
synthetic_expert_2425,19,6176,0,107,0.7628581348381984,43.973528135205854,8,1,329,expert,1979,1490,918,1142,681
synthetic_advanced_1191,8,4763,2,31,0.840293998136987,76.51016224746644,8,1,295,advanced,1104,1134,918,1039,457
synthetic_expert_2841,20,10372,0,78,1.0,86.73645422506445,18,0,146,expert,2110,2196,1570,1558,1613
synthetic_advanced_1938,8,3005,1,44,0.7139516031210303,144.60302436663642,4,1,13,advanced,873,482,582,466,454
synthetic_intermediate_1471,6,1274,4,20,0.9121297289283077,101.8555076898952,3,1,19,intermediate,331,338,242,315,178
synthetic_intermediate_3143,5,1952,8,20,0.6641105141034106,148.07845116776767,3,0,232,intermediate,541,525,428,425,199
synthetic_intermediate_2360,5,1261,3,18,0.7588963687939031,115.67220294351232,4,2,326,intermediate,292,265,245,220,143
outlier_speedster_43,9,6755,1,80,0.7577573952731657,7.915461060719403,6,0,36,advanced,850,833,1234,1340,953
synthetic_intermediate_2797,6,721,5,13,0.7609252391595215,110.42872899738211,5,0,217,intermediate,311,190,218,165,161
synthetic_expert_643,10,11283,3,179,0.8640840269060541,31.060297324481684,13,0,92,expert,3439,2286,2223,2244,1139
synthetic_advanced_2131,10,2907,2,49,0.6849972258952718,86.2560720266161,3,0,178,advanced,749,622,535,488,388
synthetic_expert_1188,12,11793,0,111,0.9982976371947572,71.26430240649911,12,0,199,expert,2672,2048,1901,1890,1463
outlier_struggling_382,2,36,38,54,0.04889405144452563,450.7394618654065,0,11,350,beginner,27,16,1,0,3
outlier_struggling_409,1,7,34,93,0.08941029727858804,545.8831056895639,0,18,283,beginner,8,10,16,17,5
synthetic_expert_485,15,7161,1,104,0.7122653992489965,85.86513455022617,11,0,315,expert,2394,2034,1862,2004,1056
synthetic_advanced_258,10,2349,1,40,0.7629424037035527,45.49336155586376,4,2,37,advanced,470,411,367,547,449
synthetic_beginner_932,2,100,12,0,0.5406825318510871,250.71518860593142,1,3,362,beginner,21,17,22,23,10
synthetic_advanced_517,10,3519,4,56,1.0,77.07498739009452,10,0,211,advanced,964,915,720,645,554
synthetic_expert_3018,13,9620,0,66,0.8638184783572395,66.82008409482526,15,0,66,expert,2710,1362,2146,1804,1719
outlier_hints_416,6,2605,35,46,0.8405519674843934,205.62567244628798,6,0,209,advanced,1203,573,807,439,682
synthetic_expert_533,18,7427,3,144,0.786634563309278,53.22472064449405,12,0,219,expert,2586,2428,1834,1665,1419
synthetic_expert_354,15,11684,2,187,0.8861712743289535,51.206135004837286,15,1,351,expert,2251,2166,2417,2156,1899
outlier_talent_181,14,6598,0,16,0.8437914429394162,81.06148844616257,8,0,30,expert,1829,1202,738,1081,1161
synthetic_expert_1653,19,6160,0,89,1.0,74.51606632352757,12,0,37,expert,1820,1718,1527,1320,1169
synthetic_intermediate_895,5,1911,6,31,0.5406820035559696,246.94107234835064,5,1,90,intermediate,478,542,316,320,212
synthetic_beginner_3508,3,277,13,2,0.30512997958367355,475.8695555755166,0,0,281,beginner,87,59,54,59,33
outlier_slow_324,8,3523,16,40,0.9148935036971082,518.9357693569597,5,1,292,intermediate,759,476,318,518,332
synthetic_intermediate_1590,4,1719,4,25,0.6319794793043705,103.0164504729757,2,1,323,intermediate,593,279,307,381,350
synthetic_advanced_782,8,5128,3,31,0.8444445373876367,129.23545849014147,10,2,122,advanced,1055,1160,1146,810,907
synthetic_beginner_3340,2,340,9,6,0.26938002064607985,334.42219782321973,1,0,82,beginner,72,71,48,53,53
synthetic_advanced_541,9,3719,4,54,0.7453403741049827,52.53460204353911,8,1,68,advanced,838,641,861,878,528
synthetic_beginner_1427,1,144,10,2,0.5727759377726007,354.52824070120744,1,3,327,beginner,31,21,29,29,13
outlier_speedster_413,9,4028,0,43,0.8916727210505289,13.394026805494214,7,1,40,advanced,1840,1253,599,1308,886
outlier_talent_150,9,4587,2,20,0.8531384649008416,64.63494016548832,11,0,18,expert,1309,1111,1592,1155,927
outlier_speedster_208,10,3978,2,43,0.8609679157628854,10.640978073884213,9,0,30,advanced,1287,1339,684,657,698
synthetic_beginner_3822,2,78,7,5,0.2978249954848986,409.9319012379689,2,3,83,beginner,25,21,12,20,15
synthetic_beginner_2655,1,340,13,3,0.44061399460112316,356.7733224121131,1,5,296,beginner,76,90,66,69,60
synthetic_expert_3701,16,7024,1,116,0.8152006455114233,40.966463222955824,5,0,155,expert,2337,1460,1094,1412,1385
synthetic_beginner_3618,1,222,8,7,0.4030879434245403,397.65796804706315,0,3,122,beginner,43,61,46,37,40
synthetic_beginner_3157,1,394,11,4,0.6367897564368841,396.35792852555517,0,0,273,beginner,100,126,100,106,51
outlier_slow_336,6,2519,9,40,0.8539056249007837,617.4190221715064,4,3,150,intermediate,406,482,403,421,406
synthetic_beginner_857,2,367,20,2,0.5809314799234674,409.5336258000146,1,3,16,beginner,97,57,66,84,61
synthetic_expert_3697,13,6908,1,192,0.8313974742492104,21.37697040511432,17,1,338,expert,1491,1305,1744,1258,824
synthetic_advanced_160,9,4681,2,56,0.9547621134375222,125.0462424972288,6,1,58,advanced,828,1088,812,601,618
synthetic_expert_1774,16,6849,0,100,1.0,30.97404533220931,15,0,79,expert,1483,1801,1486,1151,1083
